date,entity,category,metric,value,currency,unit
2023-01-01,Parsel-D,Mısır,yield_kg,6449,,kg
2023-01-01,Parsel-D,Mısır,irrigation_m3,354,,m3
2023-01-01,Parsel-D,Mısır,fertilizer_kg,78,,kg
2023-01-01,Parsel-D,Mısır,weather_index,93,,index
2023-01-01,Parsel-D,Mısır,yield_per_m3,18.22,,kg/m3
2023-01-01,Parsel-E,Domates,yield_kg,5051,,kg
2023-01-01,Parsel-E,Domates,irrigation_m3,323,,m3
2023-01-01,Parsel-E,Domates,fertilizer_kg,51,,kg
2023-01-01,Parsel-E,Domates,weather_index,94,,index
2023-01-01,Parsel-E,Domates,yield_per_m3,15.64,,kg/m3
2023-01-01,Parsel-E,Biber,yield_kg,4003,,kg
2023-01-01,Parsel-E,Biber,irrigation_m3,288,,m3
2023-01-01,Parsel-E,Biber,fertilizer_kg,58,,kg
2023-01-01,Parsel-E,Biber,weather_index,91,,index
2023-01-01,Parsel-E,Biber,yield_per_m3,13.9,,kg/m3
2023-01-01,Parsel-E,Patlıcan,yield_kg,4686,,kg
2023-01-01,Parsel-E,Patlıcan,irrigation_m3,246,,m3
2023-01-01,Parsel-E,Patlıcan,fertilizer_kg,67,,kg
2023-01-01,Parsel-E,Patlıcan,weather_index,71,,index
2023-01-01,Parsel-E,Patlıcan,yield_per_m3,19.05,,kg/m3
2023-01-01,Parsel-E,Hıyar,yield_kg,4416,,kg
2023-01-01,Parsel-E,Hıyar,irrigation_m3,285,,m3
2023-01-01,Parsel-E,Hıyar,fertilizer_kg,51,,kg
2023-01-01,Parsel-E,Hıyar,weather_index,75,,index
2023-01-01,Parsel-E,Hıyar,yield_per_m3,15.49,,kg/m3
2023-01-01,Parsel-E,Mısır,yield_kg,6797,,kg
2023-01-01,Parsel-E,Mısır,irrigation_m3,258,,m3
2023-01-01,Parsel-E,Mısır,fertilizer_kg,73,,kg
2023-01-01,Parsel-E,Mısır,weather_index,65,,index
2023-01-01,Parsel-E,Mısır,yield_per_m3,26.34,,kg/m3
2023-02-01,Parsel-A,Domates,yield_kg,4561,,kg
2023-02-01,Parsel-A,Domates,irrigation_m3,374,,m3
2023-02-01,Parsel-A,Domates,fertilizer_kg,75,,kg
2023-02-01,Parsel-A,Domates,weather_index,89,,index
2023-02-01,Parsel-A,Domates,yield_per_m3,12.2,,kg/m3
2023-02-01,Parsel-A,Biber,yield_kg,5163,,kg
2023-02-01,Parsel-A,Biber,irrigation_m3,366,,m3
2023-02-01,Parsel-A,Biber,fertilizer_kg,75,,kg
2023-02-01,Parsel-A,Biber,weather_index,92,,index
2023-02-01,Parsel-A,Biber,yield_per_m3,14.11,,kg/m3
2023-02-01,Parsel-A,Patlıcan,yield_kg,5280,,kg
2023-02-01,Parsel-A,Patlıcan,irrigation_m3,270,,m3
2023-02-01,Parsel-A,Patlıcan,fertilizer_kg,53,,kg
2023-02-01,Parsel-A,Patlıcan,weather_index,85,,index
2023-02-01,Parsel-A,Patlıcan,yield_per_m3,19.56,,kg/m3
2023-02-01,Parsel-A,Hıyar,yield_kg,5349,,kg
2023-02-01,Parsel-A,Hıyar,irrigation_m3,271,,m3
2023-02-01,Parsel-A,Hıyar,fertilizer_kg,64,,kg
2023-02-01,Parsel-A,Hıyar,weather_index,72,,index
2023-02-01,Parsel-A,Hıyar,yield_per_m3,19.74,,kg/m3
2023-02-01,Parsel-A,Mısır,yield_kg,7718,,kg
2023-02-01,Parsel-A,Mısır,irrigation_m3,331,,m3
2023-02-01,Parsel-A,Mısır,fertilizer_kg,52,,kg
2023-02-01,Parsel-A,Mısır,weather_index,88,,index
2023-02-01,Parsel-A,Mısır,yield_per_m3,23.32,,kg/m3
2023-02-01,Parsel-B,Domates,yield_kg,4215,,kg
2023-02-01,Parsel-B,Domates,irrigation_m3,317,,m3
2023-02-01,Parsel-B,Domates,fertilizer_kg,51,,kg
2023-02-01,Parsel-B,Domates,weather_index,92,,index
2023-02-01,Parsel-B,Domates,yield_per_m3,13.3,,kg/m3
2023-02-01,Parsel-B,Biber,yield_kg,5331,,kg
2023-02-01,Parsel-B,Biber,irrigation_m3,273,,m3
2023-02-01,Parsel-B,Biber,fertilizer_kg,78,,kg
2023-02-01,Parsel-B,Biber,weather_index,93,,index
2023-02-01,Parsel-B,Biber,yield_per_m3,19.53,,kg/m3
2023-02-01,Parsel-B,Patlıcan,yield_kg,4403,,kg
2023-02-01,Parsel-B,Patlıcan,irrigation_m3,392,,m3
2023-02-01,Parsel-B,Patlıcan,fertilizer_kg,58,,kg
2023-02-01,Parsel-B,Patlıcan,weather_index,90,,index
2023-02-01,Parsel-B,Patlıcan,yield_per_m3,11.23,,kg/m3
2023-02-01,Parsel-B,Hıyar,yield_kg,5502,,kg
2023-02-01,Parsel-B,Hıyar,irrigation_m3,277,,m3
2023-02-01,Parsel-B,Hıyar,fertilizer_kg,73,,kg
2023-02-01,Parsel-B,Hıyar,weather_index,70,,index
2023-02-01,Parsel-B,Hıyar,yield_per_m3,19.86,,kg/m3
2023-02-01,Parsel-B,Mısır,yield_kg,7512,,kg
2023-02-01,Parsel-B,Mısır,irrigation_m3,290,,m3
2023-02-01,Parsel-B,Mısır,fertilizer_kg,54,,kg
2023-02-01,Parsel-B,Mısır,weather_index,72,,index
2023-02-01,Parsel-B,Mısır,yield_per_m3,25.9,,kg/m3
2023-02-01,Parsel-C,Domates,yield_kg,5490,,kg
2023-02-01,Parsel-C,Domates,irrigation_m3,399,,m3
2023-02-01,Parsel-C,Domates,fertilizer_kg,66,,kg
2023-02-01,Parsel-C,Domates,weather_index,84,,index
2023-02-01,Parsel-C,Domates,yield_per_m3,13.76,,kg/m3
2023-02-01,Parsel-C,Biber,yield_kg,5427,,kg
2023-02-01,Parsel-C,Biber,irrigation_m3,332,,m3
2023-02-01,Parsel-C,Biber,fertilizer_kg,51,,kg
2023-02-01,Parsel-C,Biber,weather_index,90,,index
2023-02-01,Parsel-C,Biber,yield_per_m3,16.35,,kg/m3
2023-02-01,Parsel-C,Patlıcan,yield_kg,5115,,kg
2023-02-01,Parsel-C,Patlıcan,irrigation_m3,354,,m3
2023-02-01,Parsel-C,Patlıcan,fertilizer_kg,57,,kg
2023-02-01,Parsel-C,Patlıcan,weather_index,84,,index
2023-02-01,Parsel-C,Patlıcan,yield_per_m3,14.45,,kg/m3
2023-02-01,Parsel-C,Hıyar,yield_kg,4026,,kg
2023-02-01,Parsel-C,Hıyar,irrigation_m3,365,,m3
2023-02-01,Parsel-C,Hıyar,fertilizer_kg,76,,kg
2023-02-01,Parsel-C,Hıyar,weather_index,67,,index
2023-02-01,Parsel-C,Hıyar,yield_per_m3,11.03,,kg/m3
2023-02-01,Parsel-C,Mısır,yield_kg,6662,,kg
2023-02-01,Parsel-C,Mısır,irrigation_m3,331,,m3
2023-02-01,Parsel-C,Mısır,fertilizer_kg,58,,kg
2023-02-01,Parsel-C,Mısır,weather_index,93,,index
2023-02-01,Parsel-C,Mısır,yield_per_m3,20.13,,kg/m3
2023-02-01,Parsel-D,Domates,yield_kg,4937,,kg
2023-02-01,Parsel-D,Domates,irrigation_m3,315,,m3
2023-02-01,Parsel-D,Domates,fertilizer_kg,79,,kg
2023-02-01,Parsel-D,Domates,weather_index,92,,index
2023-02-01,Parsel-D,Domates,yield_per_m3,15.67,,kg/m3
2023-02-01,Parsel-D,Biber,yield_kg,5269,,kg
2023-02-01,Parsel-D,Biber,irrigation_m3,334,,m3
2023-02-01,Parsel-D,Biber,fertilizer_kg,51,,kg
2023-02-01,Parsel-D,Biber,weather_index,67,,index
2023-02-01,Parsel-D,Biber,yield_per_m3,15.78,,kg/m3
2023-02-01,Parsel-D,Patlıcan,yield_kg,5407,,kg
2023-02-01,Parsel-D,Patlıcan,irrigation_m3,287,,m3
2023-02-01,Parsel-D,Patlıcan,fertilizer_kg,62,,kg
2023-02-01,Parsel-D,Patlıcan,weather_index,74,,index
2023-02-01,Parsel-D,Patlıcan,yield_per_m3,18.84,,kg/m3
2023-02-01,Parsel-D,Hıyar,yield_kg,4423,,kg
2023-02-01,Parsel-D,Hıyar,irrigation_m3,323,,m3
2023-02-01,Parsel-D,Hıyar,fertilizer_kg,79,,kg
2023-02-01,Parsel-D,Hıyar,weather_index,94,,index
2023-02-01,Parsel-D,Hıyar,yield_per_m3,13.69,,kg/m3
2023-02-01,Parsel-D,Mısır,yield_kg,6593,,kg
2023-02-01,Parsel-D,Mısır,irrigation_m3,393,,m3
2023-02-01,Parsel-D,Mısır,fertilizer_kg,60,,kg
2023-02-01,Parsel-D,Mısır,weather_index,89,,index
2023-02-01,Parsel-D,Mısır,yield_per_m3,16.78,,kg/m3
2023-02-01,Parsel-E,Domates,yield_kg,4923,,kg
2023-02-01,Parsel-E,Domates,irrigation_m3,356,,m3
2023-02-01,Parsel-E,Domates,fertilizer_kg,51,,kg
2023-02-01,Parsel-E,Domates,weather_index,76,,index
2023-02-01,Parsel-E,Domates,yield_per_m3,13.83,,kg/m3
2023-02-01,Parsel-E,Biber,yield_kg,5556,,kg
2023-02-01,Parsel-E,Biber,irrigation_m3,241,,m3
2023-02-01,Parsel-E,Biber,fertilizer_kg,53,,kg
2023-02-01,Parsel-E,Biber,weather_index,76,,index
2023-02-01,Parsel-E,Biber,yield_per_m3,23.05,,kg/m3
2023-02-01,Parsel-E,Patlıcan,yield_kg,4917,,kg
2023-02-01,Parsel-E,Patlıcan,irrigation_m3,255,,m3
2023-02-01,Parsel-E,Patlıcan,fertilizer_kg,58,,kg
2023-02-01,Parsel-E,Patlıcan,weather_index,84,,index
2023-02-01,Parsel-E,Patlıcan,yield_per_m3,19.28,,kg/m3
2023-02-01,Parsel-E,Hıyar,yield_kg,4701,,kg
2023-02-01,Parsel-E,Hıyar,irrigation_m3,248,,m3
2023-02-01,Parsel-E,Hıyar,fertilizer_kg,74,,kg
2023-02-01,Parsel-E,Hıyar,weather_index,73,,index
2023-02-01,Parsel-E,Hıyar,yield_per_m3,18.96,,kg/m3
2023-02-01,Parsel-E,Mısır,yield_kg,7055,,kg
2023-02-01,Parsel-E,Mısır,irrigation_m3,300,,m3
2023-02-01,Parsel-E,Mısır,fertilizer_kg,79,,kg
2023-02-01,Parsel-E,Mısır,weather_index,60,,index
2023-02-01,Parsel-E,Mısır,yield_per_m3,23.52,,kg/m3
2023-03-01,Parsel-A,Domates,yield_kg,4307,,kg
2023-03-01,Parsel-A,Domates,irrigation_m3,251,,m3
2023-03-01,Parsel-A,Domates,fertilizer_kg,57,,kg
2023-03-01,Parsel-A,Domates,weather_index,88,,index
2023-03-01,Parsel-A,Domates,yield_per_m3,17.16,,kg/m3
2023-03-01,Parsel-A,Biber,yield_kg,4216,,kg
2023-03-01,Parsel-A,Biber,irrigation_m3,284,,m3
2023-03-01,Parsel-A,Biber,fertilizer_kg,60,,kg
2023-03-01,Parsel-A,Biber,weather_index,86,,index
2023-03-01,Parsel-A,Biber,yield_per_m3,14.85,,kg/m3
2023-03-01,Parsel-A,Patlıcan,yield_kg,4376,,kg
2023-03-01,Parsel-A,Patlıcan,irrigation_m3,300,,m3
2023-03-01,Parsel-A,Patlıcan,fertilizer_kg,79,,kg
2023-03-01,Parsel-A,Patlıcan,weather_index,77,,index
2023-03-01,Parsel-A,Patlıcan,yield_per_m3,14.59,,kg/m3
2023-03-01,Parsel-A,Hıyar,yield_kg,5410,,kg
2023-03-01,Parsel-A,Hıyar,irrigation_m3,324,,m3
2023-03-01,Parsel-A,Hıyar,fertilizer_kg,60,,kg
2023-03-01,Parsel-A,Hıyar,weather_index,85,,index
2023-03-01,Parsel-A,Hıyar,yield_per_m3,16.7,,kg/m3
2023-03-01,Parsel-A,Mısır,yield_kg,6666,,kg
2023-03-01,Parsel-A,Mısır,irrigation_m3,355,,m3
2023-03-01,Parsel-A,Mısır,fertilizer_kg,63,,kg
2023-03-01,Parsel-A,Mısır,weather_index,79,,index
2023-03-01,Parsel-A,Mısır,yield_per_m3,18.78,,kg/m3
2023-03-01,Parsel-B,Domates,yield_kg,4647,,kg
2023-03-01,Parsel-B,Domates,irrigation_m3,346,,m3
2023-03-01,Parsel-B,Domates,fertilizer_kg,75,,kg
2023-03-01,Parsel-B,Domates,weather_index,62,,index
2023-03-01,Parsel-B,Domates,yield_per_m3,13.43,,kg/m3
2023-03-01,Parsel-B,Biber,yield_kg,4014,,kg
2023-03-01,Parsel-B,Biber,irrigation_m3,241,,m3
2023-03-01,Parsel-B,Biber,fertilizer_kg,60,,kg
2023-03-01,Parsel-B,Biber,weather_index,67,,index
2023-03-01,Parsel-B,Biber,yield_per_m3,16.66,,kg/m3
2023-03-01,Parsel-B,Patlıcan,yield_kg,4480,,kg
2023-03-01,Parsel-B,Patlıcan,irrigation_m3,254,,m3
2023-03-01,Parsel-B,Patlıcan,fertilizer_kg,55,,kg
2023-03-01,Parsel-B,Patlıcan,weather_index,73,,index
2023-03-01,Parsel-B,Patlıcan,yield_per_m3,17.64,,kg/m3
2023-03-01,Parsel-B,Hıyar,yield_kg,4477,,kg
2023-03-01,Parsel-B,Hıyar,irrigation_m3,364,,m3
2023-03-01,Parsel-B,Hıyar,fertilizer_kg,65,,kg
2023-03-01,Parsel-B,Hıyar,weather_index,69,,index
2023-03-01,Parsel-B,Hıyar,yield_per_m3,12.3,,kg/m3
2023-03-01,Parsel-B,Mısır,yield_kg,7047,,kg
2023-03-01,Parsel-B,Mısır,irrigation_m3,326,,m3
2023-03-01,Parsel-B,Mısır,fertilizer_kg,53,,kg
2023-03-01,Parsel-B,Mısır,weather_index,81,,index
2023-03-01,Parsel-B,Mısır,yield_per_m3,21.62,,kg/m3
2023-03-01,Parsel-C,Domates,yield_kg,5200,,kg
2023-03-01,Parsel-C,Domates,irrigation_m3,290,,m3
2023-03-01,Parsel-C,Domates,fertilizer_kg,60,,kg
2023-03-01,Parsel-C,Domates,weather_index,63,,index
2023-03-01,Parsel-C,Domates,yield_per_m3,17.93,,kg/m3
2023-03-01,Parsel-C,Biber,yield_kg,4662,,kg
2023-03-01,Parsel-C,Biber,irrigation_m3,362,,m3
2023-03-01,Parsel-C,Biber,fertilizer_kg,61,,kg
2023-03-01,Parsel-C,Biber,weather_index,69,,index
2023-03-01,Parsel-C,Biber,yield_per_m3,12.88,,kg/m3
2023-03-01,Parsel-C,Patlıcan,yield_kg,4217,,kg
2023-03-01,Parsel-C,Patlıcan,irrigation_m3,376,,m3
2023-03-01,Parsel-C,Patlıcan,fertilizer_kg,50,,kg
2023-03-01,Parsel-C,Patlıcan,weather_index,67,,index
2023-03-01,Parsel-C,Patlıcan,yield_per_m3,11.22,,kg/m3
2023-03-01,Parsel-C,Hıyar,yield_kg,5598,,kg
2023-03-01,Parsel-C,Hıyar,irrigation_m3,367,,m3
2023-03-01,Parsel-C,Hıyar,fertilizer_kg,56,,kg
2023-03-01,Parsel-C,Hıyar,weather_index,74,,index
2023-03-01,Parsel-C,Hıyar,yield_per_m3,15.25,,kg/m3
2023-03-01,Parsel-C,Mısır,yield_kg,7743,,kg
2023-03-01,Parsel-C,Mısır,irrigation_m3,245,,m3
2023-03-01,Parsel-C,Mısır,fertilizer_kg,78,,kg
2023-03-01,Parsel-C,Mısır,weather_index,81,,index
2023-03-01,Parsel-C,Mısır,yield_per_m3,31.6,,kg/m3
2023-03-01,Parsel-D,Domates,yield_kg,4499,,kg
2023-03-01,Parsel-D,Domates,irrigation_m3,326,,m3
2023-03-01,Parsel-D,Domates,fertilizer_kg,74,,kg
2023-03-01,Parsel-D,Domates,weather_index,68,,index
2023-03-01,Parsel-D,Domates,yield_per_m3,13.8,,kg/m3
2023-03-01,Parsel-D,Biber,yield_kg,4705,,kg
2023-03-01,Parsel-D,Biber,irrigation_m3,349,,m3
2023-03-01,Parsel-D,Biber,fertilizer_kg,51,,kg
2023-03-01,Parsel-D,Biber,weather_index,83,,index
2023-03-01,Parsel-D,Biber,yield_per_m3,13.48,,kg/m3
2023-03-01,Parsel-D,Patlıcan,yield_kg,4789,,kg
2023-03-01,Parsel-D,Patlıcan,irrigation_m3,270,,m3
2023-03-01,Parsel-D,Patlıcan,fertilizer_kg,58,,kg
2023-03-01,Parsel-D,Patlıcan,weather_index,94,,index
2023-03-01,Parsel-D,Patlıcan,yield_per_m3,17.74,,kg/m3
2023-03-01,Parsel-D,Hıyar,yield_kg,5352,,kg
2023-03-01,Parsel-D,Hıyar,irrigation_m3,354,,m3
2023-03-01,Parsel-D,Hıyar,fertilizer_kg,54,,kg
2023-03-01,Parsel-D,Hıyar,weather_index,89,,index
2023-03-01,Parsel-D,Hıyar,yield_per_m3,15.12,,kg/m3
2023-03-01,Parsel-D,Mısır,yield_kg,6556,,kg
2023-03-01,Parsel-D,Mısır,irrigation_m3,268,,m3
2023-03-01,Parsel-D,Mısır,fertilizer_kg,77,,kg
2023-03-01,Parsel-D,Mısır,weather_index,93,,index
2023-03-01,Parsel-D,Mısır,yield_per_m3,24.46,,kg/m3
2023-03-01,Parsel-E,Domates,yield_kg,5378,,kg
2023-03-01,Parsel-E,Domates,irrigation_m3,375,,m3
2023-03-01,Parsel-E,Domates,fertilizer_kg,72,,kg
2023-03-01,Parsel-E,Domates,weather_index,78,,index
2023-03-01,Parsel-E,Domates,yield_per_m3,14.34,,kg/m3
2023-03-01,Parsel-E,Biber,yield_kg,4187,,kg
2023-03-01,Parsel-E,Biber,irrigation_m3,339,,m3
2023-03-01,Parsel-E,Biber,fertilizer_kg,66,,kg
2023-03-01,Parsel-E,Biber,weather_index,62,,index
2023-03-01,Parsel-E,Biber,yield_per_m3,12.35,,kg/m3
2023-03-01,Parsel-E,Patlıcan,yield_kg,5429,,kg
2023-03-01,Parsel-E,Patlıcan,irrigation_m3,315,,m3
2023-03-01,Parsel-E,Patlıcan,fertilizer_kg,59,,kg
2023-03-01,Parsel-E,Patlıcan,weather_index,67,,index
2023-03-01,Parsel-E,Patlıcan,yield_per_m3,17.23,,kg/m3
2023-03-01,Parsel-E,Hıyar,yield_kg,4964,,kg
2023-03-01,Parsel-E,Hıyar,irrigation_m3,328,,m3
2023-03-01,Parsel-E,Hıyar,fertilizer_kg,56,,kg
2023-03-01,Parsel-E,Hıyar,weather_index,89,,index
2023-03-01,Parsel-E,Hıyar,yield_per_m3,15.13,,kg/m3
2023-03-01,Parsel-E,Mısır,yield_kg,7771,,kg
2023-03-01,Parsel-E,Mısır,irrigation_m3,388,,m3
2023-03-01,Parsel-E,Mısır,fertilizer_kg,50,,kg
2023-03-01,Parsel-E,Mısır,weather_index,85,,index
2023-03-01,Parsel-E,Mısır,yield_per_m3,20.03,,kg/m3
2023-04-01,Parsel-A,Domates,yield_kg,4712,,kg
2023-04-01,Parsel-A,Domates,irrigation_m3,395,,m3
2023-04-01,Parsel-A,Domates,fertilizer_kg,54,,kg
2023-04-01,Parsel-A,Domates,weather_index,81,,index
2023-04-01,Parsel-A,Domates,yield_per_m3,11.93,,kg/m3
2023-04-01,Parsel-A,Biber,yield_kg,4756,,kg
2023-04-01,Parsel-A,Biber,irrigation_m3,298,,m3
2023-04-01,Parsel-A,Biber,fertilizer_kg,72,,kg
2023-04-01,Parsel-A,Biber,weather_index,72,,index
2023-04-01,Parsel-A,Biber,yield_per_m3,15.96,,kg/m3
2023-04-01,Parsel-A,Patlıcan,yield_kg,4339,,kg
2023-04-01,Parsel-A,Patlıcan,irrigation_m3,295,,m3
2023-04-01,Parsel-A,Patlıcan,fertilizer_kg,53,,kg
2023-04-01,Parsel-A,Patlıcan,weather_index,82,,index
2023-04-01,Parsel-A,Patlıcan,yield_per_m3,14.71,,kg/m3
2023-04-01,Parsel-A,Hıyar,yield_kg,5228,,kg
2023-04-01,Parsel-A,Hıyar,irrigation_m3,348,,m3
2023-04-01,Parsel-A,Hıyar,fertilizer_kg,55,,kg
2023-04-01,Parsel-A,Hıyar,weather_index,70,,index
2023-04-01,Parsel-A,Hıyar,yield_per_m3,15.02,,kg/m3
2023-04-01,Parsel-A,Mısır,yield_kg,6657,,kg
2023-04-01,Parsel-A,Mısır,irrigation_m3,334,,m3
2023-04-01,Parsel-A,Mısır,fertilizer_kg,75,,kg
2023-04-01,Parsel-A,Mısır,weather_index,70,,index
2023-04-01,Parsel-A,Mısır,yield_per_m3,19.93,,kg/m3
2023-04-01,Parsel-B,Domates,yield_kg,4277,,kg
2023-04-01,Parsel-B,Domates,irrigation_m3,269,,m3
2023-04-01,Parsel-B,Domates,fertilizer_kg,69,,kg
2023-04-01,Parsel-B,Domates,weather_index,84,,index
2023-04-01,Parsel-B,Domates,yield_per_m3,15.9,,kg/m3
2023-04-01,Parsel-B,Biber,yield_kg,4125,,kg
2023-04-01,Parsel-B,Biber,irrigation_m3,305,,m3
2023-04-01,Parsel-B,Biber,fertilizer_kg,51,,kg
2023-04-01,Parsel-B,Biber,weather_index,69,,index
2023-04-01,Parsel-B,Biber,yield_per_m3,13.52,,kg/m3
2023-04-01,Parsel-B,Patlıcan,yield_kg,4607,,kg
2023-04-01,Parsel-B,Patlıcan,irrigation_m3,374,,m3
2023-04-01,Parsel-B,Patlıcan,fertilizer_kg,76,,kg
2023-04-01,Parsel-B,Patlıcan,weather_index,71,,index
2023-04-01,Parsel-B,Patlıcan,yield_per_m3,12.32,,kg/m3
2023-04-01,Parsel-B,Hıyar,yield_kg,4714,,kg
2023-04-01,Parsel-B,Hıyar,irrigation_m3,390,,m3
2023-04-01,Parsel-B,Hıyar,fertilizer_kg,73,,kg
