date,entity,category,metric,value,currency,unit
2023-01-08,Kadıköy Şubesi,Hafta İçi,food_cost_percent,29.5,,%
2023-01-08,Kadıköy Şubesi,Hafta İçi,labor_hours,134,,saat
2023-01-08,Kadıköy Şubesi,Hafta İçi,labor_cost_tl,6048,TL,
2023-01-08,Kadıköy Şubesi,Hafta İçi,gross_profit_tl,45616,TL,
2023-01-08,Kadıköy Şubesi,Hafta İçi,gross_profit_percent,62.2,,%
2023-01-08,Kadıköy Şubesi,Hafta Sonu,covers,465,,masa
2023-01-08,Kadıköy Şubesi,Hafta Sonu,avg_check_tl,217,TL,
2023-01-08,Kadıköy Şubesi,Hafta Sonu,revenue_tl,100764,TL,
2023-01-08,Kadıköy Şubesi,Hafta Sonu,food_cost_tl,33121,TL,
2023-01-08,Kadıköy Şubesi,Hafta Sonu,food_cost_percent,32.9,,%
2023-01-08,Kadıköy Şubesi,Hafta Sonu,labor_hours,186,,saat
2023-01-08,Kadıköy Şubesi,Hafta Sonu,labor_cost_tl,8370,TL,
2023-01-08,Kadıköy Şubesi,Hafta Sonu,gross_profit_tl,59273,TL,
2023-01-08,Kadıköy Şubesi,Hafta Sonu,gross_profit_percent,58.8,,%
2023-01-08,Beşiktaş Şubesi,Hafta İçi,covers,376,,masa
2023-01-08,Beşiktaş Şubesi,Hafta İçi,avg_check_tl,202,TL,
2023-01-08,Beşiktaş Şubesi,Hafta İçi,revenue_tl,75898,TL,
2023-01-08,Beşiktaş Şubesi,Hafta İçi,food_cost_tl,22115,TL,
2023-01-08,Beşiktaş Şubesi,Hafta İçi,food_cost_percent,29.1,,%
2023-01-08,Beşiktaş Şubesi,Hafta İçi,labor_hours,150,,saat
2023-01-08,Beşiktaş Şubesi,Hafta İçi,labor_cost_tl,6768,TL,
2023-01-08,Beşiktaş Şubesi,Hafta İçi,gross_profit_tl,47016,TL,
2023-01-08,Beşiktaş Şubesi,Hafta İçi,gross_profit_percent,61.9,,%
2023-01-08,Beşiktaş Şubesi,Hafta Sonu,covers,465,,masa
2023-01-08,Beşiktaş Şubesi,Hafta Sonu,avg_check_tl,196,TL,
2023-01-08,Beşiktaş Şubesi,Hafta Sonu,revenue_tl,90929,TL,
2023-01-08,Beşiktaş Şubesi,Hafta Sonu,food_cost_tl,26109,TL,
2023-01-08,Beşiktaş Şubesi,Hafta Sonu,food_cost_percent,28.7,,%
2023-01-08,Beşiktaş Şubesi,Hafta Sonu,labor_hours,186,,saat
2023-01-08,Beşiktaş Şubesi,Hafta Sonu,labor_cost_tl,8370,TL,
2023-01-08,Beşiktaş Şubesi,Hafta Sonu,gross_profit_tl,56450,TL,
2023-01-08,Beşiktaş Şubesi,Hafta Sonu,gross_profit_percent,62.1,,%
2023-01-08,Nişantaşı Şubesi,Hafta İçi,covers,378,,masa
2023-01-08,Nişantaşı Şubesi,Hafta İçi,avg_check_tl,210,TL,
2023-01-08,Nişantaşı Şubesi,Hafta İçi,revenue_tl,79272,TL,
2023-01-08,Nişantaşı Şubesi,Hafta İçi,food_cost_tl,24904,TL,
2023-01-08,Nişantaşı Şubesi,Hafta İçi,food_cost_percent,31.4,,%
2023-01-08,Nişantaşı Şubesi,Hafta İçi,labor_hours,151,,saat
2023-01-08,Nişantaşı Şubesi,Hafta İçi,labor_cost_tl,6804,TL,
2023-01-08,Nişantaşı Şubesi,Hafta İçi,gross_profit_tl,47563,TL,
2023-01-08,Nişantaşı Şubesi,Hafta İçi,gross_profit_percent,60,,%
2023-01-08,Nişantaşı Şubesi,Hafta Sonu,covers,515,,masa
2023-01-08,Nişantaşı Şubesi,Hafta Sonu,avg_check_tl,237,TL,
2023-01-08,Nişantaşı Şubesi,Hafta Sonu,revenue_tl,122069,TL,
2023-01-08,Nişantaşı Şubesi,Hafta Sonu,food_cost_tl,36612,TL,
2023-01-08,Nişantaşı Şubesi,Hafta Sonu,food_cost_percent,30,,%
2023-01-08,Nişantaşı Şubesi,Hafta Sonu,labor_hours,206,,saat
2023-01-08,Nişantaşı Şubesi,Hafta Sonu,labor_cost_tl,9270,TL,
2023-01-08,Nişantaşı Şubesi,Hafta Sonu,gross_profit_tl,76188,TL,
2023-01-08,Nişantaşı Şubesi,Hafta Sonu,gross_profit_percent,62.4,,%
2023-01-15,Kadıköy Şubesi,Hafta İçi,covers,346,,masa
2023-01-15,Kadıköy Şubesi,Hafta İçi,avg_check_tl,188,TL,
2023-01-15,Kadıköy Şubesi,Hafta İçi,revenue_tl,64935,TL,
2023-01-15,Kadıköy Şubesi,Hafta İçi,food_cost_tl,19853,TL,
2023-01-15,Kadıköy Şubesi,Hafta İçi,food_cost_percent,30.6,,%
2023-01-15,Kadıköy Şubesi,Hafta İçi,labor_hours,138,,saat
2023-01-15,Kadıköy Şubesi,Hafta İçi,labor_cost_tl,6228,TL,
2023-01-15,Kadıköy Şubesi,Hafta İçi,gross_profit_tl,38854,TL,
2023-01-15,Kadıköy Şubesi,Hafta İçi,gross_profit_percent,59.8,,%
2023-01-15,Kadıköy Şubesi,Hafta Sonu,covers,450,,masa
2023-01-15,Kadıköy Şubesi,Hafta Sonu,avg_check_tl,229,TL,
2023-01-15,Kadıköy Şubesi,Hafta Sonu,revenue_tl,103244,TL,
2023-01-15,Kadıköy Şubesi,Hafta Sonu,food_cost_tl,31875,TL,
2023-01-15,Kadıköy Şubesi,Hafta Sonu,food_cost_percent,30.9,,%
2023-01-15,Kadıköy Şubesi,Hafta Sonu,labor_hours,180,,saat
2023-01-15,Kadıköy Şubesi,Hafta Sonu,labor_cost_tl,8100,TL,
2023-01-15,Kadıköy Şubesi,Hafta Sonu,gross_profit_tl,63268,TL,
2023-01-15,Kadıköy Şubesi,Hafta Sonu,gross_profit_percent,61.3,,%
2023-01-15,Beşiktaş Şubesi,Hafta İçi,covers,287,,masa
2023-01-15,Beşiktaş Şubesi,Hafta İçi,avg_check_tl,238,TL,
2023-01-15,Beşiktaş Şubesi,Hafta İçi,revenue_tl,68352,TL,
2023-01-15,Beşiktaş Şubesi,Hafta İçi,food_cost_tl,22351,TL,
2023-01-15,Beşiktaş Şubesi,Hafta İçi,food_cost_percent,32.7,,%
2023-01-15,Beşiktaş Şubesi,Hafta İçi,labor_hours,115,,saat
2023-01-15,Beşiktaş Şubesi,Hafta İçi,labor_cost_tl,5166,TL,
2023-01-15,Beşiktaş Şubesi,Hafta İçi,gross_profit_tl,40835,TL,
2023-01-15,Beşiktaş Şubesi,Hafta İçi,gross_profit_percent,59.7,,%
2023-01-15,Beşiktaş Şubesi,Hafta Sonu,covers,470,,masa
2023-01-15,Beşiktaş Şubesi,Hafta Sonu,avg_check_tl,234,TL,
2023-01-15,Beşiktaş Şubesi,Hafta Sonu,revenue_tl,110039,TL,
2023-01-15,Beşiktaş Şubesi,Hafta Sonu,food_cost_tl,33170,TL,
2023-01-15,Beşiktaş Şubesi,Hafta Sonu,food_cost_percent,30.1,,%
2023-01-15,Beşiktaş Şubesi,Hafta Sonu,labor_hours,188,,saat
2023-01-15,Beşiktaş Şubesi,Hafta Sonu,labor_cost_tl,8460,TL,
2023-01-15,Beşiktaş Şubesi,Hafta Sonu,gross_profit_tl,68409,TL,
2023-01-15,Beşiktaş Şubesi,Hafta Sonu,gross_profit_percent,62.2,,%
2023-01-15,Nişantaşı Şubesi,Hafta İçi,covers,342,,masa
2023-01-15,Nişantaşı Şubesi,Hafta İçi,avg_check_tl,183,TL,
2023-01-15,Nişantaşı Şubesi,Hafta İçi,revenue_tl,62727,TL,
2023-01-15,Nişantaşı Şubesi,Hafta İçi,food_cost_tl,18705,TL,
2023-01-15,Nişantaşı Şubesi,Hafta İçi,food_cost_percent,29.8,,%
2023-01-15,Nişantaşı Şubesi,Hafta İçi,labor_hours,137,,saat
2023-01-15,Nişantaşı Şubesi,Hafta İçi,labor_cost_tl,6156,TL,
2023-01-15,Nişantaşı Şubesi,Hafta İçi,gross_profit_tl,37866,TL,
2023-01-15,Nişantaşı Şubesi,Hafta İçi,gross_profit_percent,60.4,,%
2023-01-15,Nişantaşı Şubesi,Hafta Sonu,covers,454,,masa
2023-01-15,Nişantaşı Şubesi,Hafta Sonu,avg_check_tl,203,TL,
2023-01-15,Nişantaşı Şubesi,Hafta Sonu,revenue_tl,92301,TL,
2023-01-15,Nişantaşı Şubesi,Hafta Sonu,food_cost_tl,29647,TL,
2023-01-15,Nişantaşı Şubesi,Hafta Sonu,food_cost_percent,32.1,,%
2023-01-15,Nişantaşı Şubesi,Hafta Sonu,labor_hours,182,,saat
2023-01-15,Nişantaşı Şubesi,Hafta Sonu,labor_cost_tl,8172,TL,
2023-01-15,Nişantaşı Şubesi,Hafta Sonu,gross_profit_tl,54482,TL,
2023-01-15,Nişantaşı Şubesi,Hafta Sonu,gross_profit_percent,59,,%
2023-01-22,Kadıköy Şubesi,Hafta İçi,covers,370,,masa
2023-01-22,Kadıköy Şubesi,Hafta İçi,avg_check_tl,184,TL,
2023-01-22,Kadıköy Şubesi,Hafta İçi,revenue_tl,68030,TL,
2023-01-22,Kadıköy Şubesi,Hafta İçi,food_cost_tl,21106,TL,
2023-01-22,Kadıköy Şubesi,Hafta İçi,food_cost_percent,31,,%
2023-01-22,Kadıköy Şubesi,Hafta İçi,labor_hours,148,,saat
2023-01-22,Kadıköy Şubesi,Hafta İçi,labor_cost_tl,6660,TL,
2023-01-22,Kadıköy Şubesi,Hafta İçi,gross_profit_tl,40264,TL,
2023-01-22,Kadıköy Şubesi,Hafta İçi,gross_profit_percent,59.2,,%
2023-01-22,Kadıköy Şubesi,Hafta Sonu,covers,492,,masa
2023-01-22,Kadıköy Şubesi,Hafta Sonu,avg_check_tl,243,TL,
2023-01-22,Kadıköy Şubesi,Hafta Sonu,revenue_tl,119582,TL,
2023-01-22,Kadıköy Şubesi,Hafta Sonu,food_cost_tl,38731,TL,
2023-01-22,Kadıköy Şubesi,Hafta Sonu,food_cost_percent,32.4,,%
2023-01-22,Kadıköy Şubesi,Hafta Sonu,labor_hours,197,,saat
2023-01-22,Kadıköy Şubesi,Hafta Sonu,labor_cost_tl,8856,TL,
2023-01-22,Kadıköy Şubesi,Hafta Sonu,gross_profit_tl,71995,TL,
2023-01-22,Kadıköy Şubesi,Hafta Sonu,gross_profit_percent,60.2,,%
2023-01-22,Beşiktaş Şubesi,Hafta İçi,covers,366,,masa
2023-01-22,Beşiktaş Şubesi,Hafta İçi,avg_check_tl,230,TL,
2023-01-22,Beşiktaş Şubesi,Hafta İçi,revenue_tl,84093,TL,
2023-01-22,Beşiktaş Şubesi,Hafta İçi,food_cost_tl,24989,TL,
2023-01-22,Beşiktaş Şubesi,Hafta İçi,food_cost_percent,29.7,,%
2023-01-22,Beşiktaş Şubesi,Hafta İçi,labor_hours,146,,saat
2023-01-22,Beşiktaş Şubesi,Hafta İçi,labor_cost_tl,6588,TL,
2023-01-22,Beşiktaş Şubesi,Hafta İçi,gross_profit_tl,52516,TL,
2023-01-22,Beşiktaş Şubesi,Hafta İçi,gross_profit_percent,62.4,,%
2023-01-22,Beşiktaş Şubesi,Hafta Sonu,covers,507,,masa
2023-01-22,Beşiktaş Şubesi,Hafta Sonu,avg_check_tl,223,TL,
2023-01-22,Beşiktaş Şubesi,Hafta Sonu,revenue_tl,113035,TL,
2023-01-22,Beşiktaş Şubesi,Hafta Sonu,food_cost_tl,34566,TL,
2023-01-22,Beşiktaş Şubesi,Hafta Sonu,food_cost_percent,30.6,,%
2023-01-22,Beşiktaş Şubesi,Hafta Sonu,labor_hours,203,,saat
2023-01-22,Beşiktaş Şubesi,Hafta Sonu,labor_cost_tl,9126,TL,
2023-01-22,Beşiktaş Şubesi,Hafta Sonu,gross_profit_tl,69342,TL,
2023-01-22,Beşiktaş Şubesi,Hafta Sonu,gross_profit_percent,61.3,,%
2023-01-22,Nişantaşı Şubesi,Hafta İçi,covers,282,,masa
2023-01-22,Nişantaşı Şubesi,Hafta İçi,avg_check_tl,219,TL,
2023-01-22,Nişantaşı Şubesi,Hafta İçi,revenue_tl,61883,TL,
2023-01-22,Nişantaşı Şubesi,Hafta İçi,food_cost_tl,19305,TL,
2023-01-22,Nişantaşı Şubesi,Hafta İçi,food_cost_percent,31.2,,%
2023-01-22,Nişantaşı Şubesi,Hafta İçi,labor_hours,113,,saat
2023-01-22,Nişantaşı Şubesi,Hafta İçi,labor_cost_tl,5076,TL,
2023-01-22,Nişantaşı Şubesi,Hafta İçi,gross_profit_tl,37502,TL,
2023-01-22,Nişantaşı Şubesi,Hafta İçi,gross_profit_percent,60.6,,%
2023-01-22,Nişantaşı Şubesi,Hafta Sonu,covers,455,,masa
2023-01-22,Nişantaşı Şubesi,Hafta Sonu,avg_check_tl,231,TL,
2023-01-22,Nişantaşı Şubesi,Hafta Sonu,revenue_tl,104997,TL,
2023-01-22,Nişantaşı Şubesi,Hafta Sonu,food_cost_tl,33456,TL,
2023-01-22,Nişantaşı Şubesi,Hafta Sonu,food_cost_percent,31.9,,%
2023-01-22,Nişantaşı Şubesi,Hafta Sonu,labor_hours,182,,saat
2023-01-22,Nişantaşı Şubesi,Hafta Sonu,labor_cost_tl,8190,TL,
2023-01-22,Nişantaşı Şubesi,Hafta Sonu,gross_profit_tl,63351,TL,
2023-01-22,Nişantaşı Şubesi,Hafta Sonu,gross_profit_percent,60.3,,%
2023-01-29,Kadıköy Şubesi,Hafta İçi,covers,360,,masa
2023-01-29,Kadıköy Şubesi,Hafta İçi,avg_check_tl,188,TL,
2023-01-29,Kadıköy Şubesi,Hafta İçi,revenue_tl,67599,TL,
2023-01-29,Kadıköy Şubesi,Hafta İçi,food_cost_tl,20348,TL,
2023-01-29,Kadıköy Şubesi,Hafta İçi,food_cost_percent,30.1,,%
2023-01-29,Kadıköy Şubesi,Hafta İçi,labor_hours,144,,saat
2023-01-29,Kadıköy Şubesi,Hafta İçi,labor_cost_tl,6480,TL,
2023-01-29,Kadıköy Şubesi,Hafta İçi,gross_profit_tl,40771,TL,
2023-01-29,Kadıköy Şubesi,Hafta İçi,gross_profit_percent,60.3,,%
2023-01-29,Kadıköy Şubesi,Hafta Sonu,covers,483,,masa
2023-01-29,Kadıköy Şubesi,Hafta Sonu,avg_check_tl,237,TL,
2023-01-29,Kadıköy Şubesi,Hafta Sonu,revenue_tl,114270,TL,
2023-01-29,Kadıköy Şubesi,Hafta Sonu,food_cost_tl,37431,TL,
2023-01-29,Kadıköy Şubesi,Hafta Sonu,food_cost_percent,32.8,,%
2023-01-29,Kadıköy Şubesi,Hafta Sonu,labor_hours,193,,saat
2023-01-29,Kadıköy Şubesi,Hafta Sonu,labor_cost_tl,8694,TL,
2023-01-29,Kadıköy Şubesi,Hafta Sonu,gross_profit_tl,68145,TL,
2023-01-29,Kadıköy Şubesi,Hafta Sonu,gross_profit_percent,59.6,,%
2023-01-29,Beşiktaş Şubesi,Hafta İçi,covers,281,,masa
2023-01-29,Beşiktaş Şubesi,Hafta İçi,avg_check_tl,208,TL,
2023-01-29,Beşiktaş Şubesi,Hafta İçi,revenue_tl,58552,TL,
2023-01-29,Beşiktaş Şubesi,Hafta İçi,food_cost_tl,17376,TL,
2023-01-29,Beşiktaş Şubesi,Hafta İçi,food_cost_percent,29.7,,%
2023-01-29,Beşiktaş Şubesi,Hafta İçi,labor_hours,112,,saat
2023-01-29,Beşiktaş Şubesi,Hafta İçi,labor_cost_tl,5058,TL,
2023-01-29,Beşiktaş Şubesi,Hafta İçi,gross_profit_tl,36119,TL,
2023-01-29,Beşiktaş Şubesi,Hafta İçi,gross_profit_percent,61.7,,%
2023-01-29,Beşiktaş Şubesi,Hafta Sonu,covers,459,,masa
2023-01-29,Beşiktaş Şubesi,Hafta Sonu,avg_check_tl,213,TL,
2023-01-29,Beşiktaş Şubesi,Hafta Sonu,revenue_tl,97789,TL,
2023-01-29,Beşiktaş Şubesi,Hafta Sonu,food_cost_tl,30982,TL,
2023-01-29,Beşiktaş Şubesi,Hafta Sonu,food_cost_percent,31.7,,%
2023-01-29,Beşiktaş Şubesi,Hafta Sonu,labor_hours,184,,saat
2023-01-29,Beşiktaş Şubesi,Hafta Sonu,labor_cost_tl,8262,TL,
2023-01-29,Beşiktaş Şubesi,Hafta Sonu,gross_profit_tl,58545,TL,
2023-01-29,Beşiktaş Şubesi,Hafta Sonu,gross_profit_percent,59.9,,%
2023-01-29,Nişantaşı Şubesi,Hafta İçi,covers,327,,masa
2023-01-29,Nişantaşı Şubesi,Hafta İçi,avg_check_tl,191,TL,
2023-01-29,Nişantaşı Şubesi,Hafta İçi,revenue_tl,62607,TL,
2023-01-29,Nişantaşı Şubesi,Hafta İçi,food_cost_tl,19232,TL,
2023-01-29,Nişantaşı Şubesi,Hafta İçi,food_cost_percent,30.7,,%
2023-01-29,Nişantaşı Şubesi,Hafta İçi,labor_hours,131,,saat
2023-01-29,Nişantaşı Şubesi,Hafta İçi,labor_cost_tl,5886,TL,
2023-01-29,Nişantaşı Şubesi,Hafta İçi,gross_profit_tl,37489,TL,
2023-01-29,Nişantaşı Şubesi,Hafta İçi,gross_profit_percent,59.9,,%
2023-01-29,Nişantaşı Şubesi,Hafta Sonu,covers,496,,masa
2023-01-29,Nişantaşı Şubesi,Hafta Sonu,avg_check_tl,227,TL,
2023-01-29,Nişantaşı Şubesi,Hafta Sonu,revenue_tl,112489,TL,
2023-01-29,Nişantaşı Şubesi,Hafta Sonu,food_cost_tl,34178,TL,
2023-01-29,Nişantaşı Şubesi,Hafta Sonu,food_cost_percent,30.4,,%
2023-01-29,Nişantaşı Şubesi,Hafta Sonu,labor_hours,198,,saat
2023-01-29,Nişantaşı Şubesi,Hafta Sonu,labor_cost_tl,8928,TL,
2023-01-29,Nişantaşı Şubesi,Hafta Sonu,gross_profit_tl,69383,TL,
2023-01-29,Nişantaşı Şubesi,Hafta Sonu,gross_profit_percent,61.7,,%
2023-02-05,Kadıköy Şubesi,Hafta İçi,covers,377,,masa
2023-02-05,Kadıköy Şubesi,Hafta İçi,avg_check_tl,222,TL,
2023-02-05,Kadıköy Şubesi,Hafta İçi,revenue_tl,83659,TL,
2023-02-05,Kadıköy Şubesi,Hafta İçi,food_cost_tl,25007,TL,
2023-02-05,Kadıköy Şubesi,Hafta İçi,food_cost_percent,29.9,,%
2023-02-05,Kadıköy Şubesi,Hafta İçi,labor_hours,151,,saat
2023-02-05,Kadıköy Şubesi,Hafta İçi,labor_cost_tl,6786,TL,
2023-02-05,Kadıköy Şubesi,Hafta İçi,gross_profit_tl,51866,TL,
2023-02-05,Kadıköy Şubesi,Hafta İçi,gross_profit_percent,62,,%
2023-02-05,Kadıköy Şubesi,Hafta Sonu,covers,476,,masa
2023-02-05,Kadıköy Şubesi,Hafta Sonu,avg_check_tl,203,TL,
2023-02-05,Kadıköy Şubesi,Hafta Sonu,revenue_tl,96616,TL,
2023-02-05,Kadıköy Şubesi,Hafta Sonu,food_cost_tl,31529,TL,
2023-02-05,Kadıköy Şubesi,Hafta Sonu,food_cost_percent,32.6,,%
2023-02-05,Kadıköy Şubesi,Hafta Sonu,labor_hours,190,,saat
2023-02-05,Kadıköy Şubesi,Hafta Sonu,labor_cost_tl,8568,TL,
2023-02-05,Kadıköy Şubesi,Hafta Sonu,gross_profit_tl,56519,TL,
2023-02-05,Kadıköy Şubesi,Hafta Sonu,gross_profit_percent,58.5,,%
2023-02-05,Beşiktaş Şubesi,Hafta İçi,covers,288,,masa
2023-02-05,Beşiktaş Şubesi,Hafta İçi,avg_check_tl,249,TL,
2023-02-05,Beşiktaş Şubesi,Hafta İçi,revenue_tl,71739,TL,
2023-02-05,Beşiktaş Şubesi,Hafta İçi,food_cost_tl,23133,TL,
2023-02-05,Beşiktaş Şubesi,Hafta İçi,food_cost_percent,32.2,,%
2023-02-05,Beşiktaş Şubesi,Hafta İçi,labor_hours,115,,saat
2023-02-05,Beşiktaş Şubesi,Hafta İçi,labor_cost_tl,5184,TL,
2023-02-05,Beşiktaş Şubesi,Hafta İçi,gross_profit_tl,43422,TL,
2023-02-05,Beşiktaş Şubesi,Hafta İçi,gross_profit_percent,60.5,,%
2023-02-05,Beşiktaş Şubesi,Hafta Sonu,covers,450,,masa
2023-02-05,Beşiktaş Şubesi,Hafta Sonu,avg_check_tl,188,TL,
2023-02-05,Beşiktaş Şubesi,Hafta Sonu,revenue_tl,84488,TL,
2023-02-05,Beşiktaş Şubesi,Hafta Sonu,food_cost_tl,27588,TL,
2023-02-05,Beşiktaş Şubesi,Hafta Sonu,food_cost_percent,32.7,,%
2023-02-05,Beşiktaş Şubesi,Hafta Sonu,labor_hours,180,,saat
2023-02-05,Beşiktaş Şubesi,Hafta Sonu,labor_cost_tl,8100,TL,
2023-02-05,Beşiktaş Şubesi,Hafta Sonu,gross_profit_tl,48800,TL,
2023-02-05,Beşiktaş Şubesi,Hafta Sonu,gross_profit_percent,57.8,,%
2023-02-05,Nişantaşı Şubesi,Hafta İçi,covers,291,,masa
2023-02-05,Nişantaşı Şubesi,Hafta İçi,avg_check_tl,218,TL,
2023-02-05,Nişantaşı Şubesi,Hafta İçi,revenue_tl,63425,TL,
2023-02-05,Nişantaşı Şubesi,Hafta İçi,food_cost_tl,19179,TL,
2023-02-05,Nişantaşı Şubesi,Hafta İçi,food_cost_percent,30.2,,%
2023-02-05,Nişantaşı Şubesi,Hafta İçi,labor_hours,116,,saat
2023-02-05,Nişantaşı Şubesi,Hafta İçi,labor_cost_tl,5238,TL,
2023-02-05,Nişantaşı Şubesi,Hafta İçi,gross_profit_tl,39008,TL,
2023-02-05,Nişantaşı Şubesi,Hafta İçi,gross_profit_percent,61.5,,%
2023-02-05,Nişantaşı Şubesi,Hafta Sonu,covers,467,,masa
2023-02-05,Nişantaşı Şubesi,Hafta Sonu,avg_check_tl,248,TL,
2023-02-05,Nişantaşı Şubesi,Hafta Sonu,revenue_tl,115654,TL,
2023-02-05,Nişantaşı Şubesi,Hafta Sonu,food_cost_tl,33333,TL,
2023-02-05,Nişantaşı Şubesi,Hafta Sonu,food_cost_percent,28.8,,%
2023-02-05,Nişantaşı Şubesi,Hafta Sonu,labor_hours,187,,saat
2023-02-05,Nişantaşı Şubesi,Hafta Sonu,labor_cost_tl,8406,TL,
2023-02-05,Nişantaşı Şubesi,Hafta Sonu,gross_profit_tl,73915,TL,
2023-02-05,Nişantaşı Şubesi,Hafta Sonu,gross_profit_percent,63.9,,%
2023-02-12,Kadıköy Şubesi,Hafta İçi,covers,309,,masa
2023-02-12,Kadıköy Şubesi,Hafta İçi,avg_check_tl,200,TL,
2023-02-12,Kadıköy Şubesi,Hafta İçi,revenue_tl,61927,TL,
2023-02-12,Kadıköy Şubesi,Hafta İçi,food_cost_tl,19593,TL,
2023-02-12,Kadıköy Şubesi,Hafta İçi,food_cost_percent,31.6,,%
2023-02-12,Kadıköy Şubesi,Hafta İçi,labor_hours,124,,saat
