date,entity,category,metric,value,currency,unit
2023-01-01,Bursa Bayi,Mısır Tohumu,inventory_on_hand,2958,,kg
2023-01-01,Bursa Bayi,Domates Tohumu,units_sold,546,,kg
2023-01-01,Bursa Bayi,Domates Tohumu,revenue,13650,TL,
2023-01-01,Bursa Bayi,Domates Tohumu,cogs,7601,TL,
2023-01-01,Bursa Bayi,Domates Tohumu,gross_margin,6049,TL,
2023-01-01,Bursa Bayi,Domates Tohumu,margin_percent,44.3,,%
2023-01-01,Bursa Bayi,Domates Tohumu,inventory_on_hand,2937,,kg
2023-01-01,Bursa Bayi,Biber Tohumu,units_sold,430,,kg
2023-01-01,Bursa Bayi,Biber Tohumu,revenue,10750,TL,
2023-01-01,Bursa Bayi,Biber Tohumu,cogs,6272,TL,
2023-01-01,Bursa Bayi,Biber Tohumu,gross_margin,4478,TL,
2023-01-01,Bursa Bayi,Biber Tohumu,margin_percent,41.7,,%
2023-01-01,Bursa Bayi,Biber Tohumu,inventory_on_hand,2851,,kg
2023-01-01,Bursa Bayi,Salatalık Tohumu,units_sold,301,,kg
2023-01-01,Bursa Bayi,Salatalık Tohumu,revenue,4515,TL,
2023-01-01,Bursa Bayi,Salatalık Tohumu,cogs,2788,TL,
2023-01-01,Bursa Bayi,Salatalık Tohumu,gross_margin,1727,TL,
2023-01-01,Bursa Bayi,Salatalık Tohumu,margin_percent,38.3,,%
2023-01-01,Bursa Bayi,Salatalık Tohumu,inventory_on_hand,2876,,kg
2023-01-01,Bursa Bayi,Patlıcan Tohumu,units_sold,342,,kg
2023-01-01,Bursa Bayi,Patlıcan Tohumu,revenue,5130,TL,
2023-01-01,Bursa Bayi,Patlıcan Tohumu,cogs,3010,TL,
2023-01-01,Bursa Bayi,Patlıcan Tohumu,gross_margin,2120,TL,
2023-01-01,Bursa Bayi,Patlıcan Tohumu,margin_percent,41.3,,%
2023-01-01,Bursa Bayi,Patlıcan Tohumu,inventory_on_hand,2836,,kg
2023-02-01,İzmir Bayi,Buğday Tohumu,units_sold,399,,kg
2023-02-01,İzmir Bayi,Buğday Tohumu,revenue,3192,TL,
2023-02-01,İzmir Bayi,Buğday Tohumu,cogs,2069,TL,
2023-02-01,İzmir Bayi,Buğday Tohumu,gross_margin,1123,TL,
2023-02-01,İzmir Bayi,Buğday Tohumu,margin_percent,35.2,,%
2023-02-01,İzmir Bayi,Buğday Tohumu,inventory_on_hand,3092,,kg
2023-02-01,İzmir Bayi,Mısır Tohumu,units_sold,406,,kg
2023-02-01,İzmir Bayi,Mısır Tohumu,revenue,3248,TL,
2023-02-01,İzmir Bayi,Mısır Tohumu,cogs,1791,TL,
2023-02-01,İzmir Bayi,Mısır Tohumu,gross_margin,1457,TL,
2023-02-01,İzmir Bayi,Mısır Tohumu,margin_percent,44.9,,%
2023-02-01,İzmir Bayi,Mısır Tohumu,inventory_on_hand,2989,,kg
2023-02-01,İzmir Bayi,Domates Tohumu,units_sold,426,,kg
2023-02-01,İzmir Bayi,Domates Tohumu,revenue,10650,TL,
2023-02-01,İzmir Bayi,Domates Tohumu,cogs,6672,TL,
2023-02-01,İzmir Bayi,Domates Tohumu,gross_margin,3978,TL,
2023-02-01,İzmir Bayi,Domates Tohumu,margin_percent,37.4,,%
2023-02-01,İzmir Bayi,Domates Tohumu,inventory_on_hand,2887,,kg
2023-02-01,İzmir Bayi,Biber Tohumu,units_sold,385,,kg
2023-02-01,İzmir Bayi,Biber Tohumu,revenue,9625,TL,
2023-02-01,İzmir Bayi,Biber Tohumu,cogs,6148,TL,
2023-02-01,İzmir Bayi,Biber Tohumu,gross_margin,3477,TL,
2023-02-01,İzmir Bayi,Biber Tohumu,margin_percent,36.1,,%
2023-02-01,İzmir Bayi,Biber Tohumu,inventory_on_hand,2918,,kg
2023-02-01,İzmir Bayi,Salatalık Tohumu,units_sold,441,,kg
2023-02-01,İzmir Bayi,Salatalık Tohumu,revenue,6615,TL,
2023-02-01,İzmir Bayi,Salatalık Tohumu,cogs,3975,TL,
2023-02-01,İzmir Bayi,Salatalık Tohumu,gross_margin,2640,TL,
2023-02-01,İzmir Bayi,Salatalık Tohumu,margin_percent,39.9,,%
2023-02-01,İzmir Bayi,Salatalık Tohumu,inventory_on_hand,2895,,kg
2023-02-01,İzmir Bayi,Patlıcan Tohumu,units_sold,366,,kg
2023-02-01,İzmir Bayi,Patlıcan Tohumu,revenue,5490,TL,
2023-02-01,İzmir Bayi,Patlıcan Tohumu,cogs,3242,TL,
2023-02-01,İzmir Bayi,Patlıcan Tohumu,gross_margin,2248,TL,
2023-02-01,İzmir Bayi,Patlıcan Tohumu,margin_percent,40.9,,%
2023-02-01,İzmir Bayi,Patlıcan Tohumu,inventory_on_hand,2814,,kg
2023-02-01,Adana Bayi,Buğday Tohumu,units_sold,520,,kg
2023-02-01,Adana Bayi,Buğday Tohumu,revenue,4160,TL,
2023-02-01,Adana Bayi,Buğday Tohumu,cogs,2375,TL,
2023-02-01,Adana Bayi,Buğday Tohumu,gross_margin,1785,TL,
2023-02-01,Adana Bayi,Buğday Tohumu,margin_percent,42.9,,%
2023-02-01,Adana Bayi,Buğday Tohumu,inventory_on_hand,2828,,kg
2023-02-01,Adana Bayi,Mısır Tohumu,units_sold,454,,kg
2023-02-01,Adana Bayi,Mısır Tohumu,revenue,3632,TL,
2023-02-01,Adana Bayi,Mısır Tohumu,cogs,2243,TL,
2023-02-01,Adana Bayi,Mısır Tohumu,gross_margin,1389,TL,
2023-02-01,Adana Bayi,Mısır Tohumu,margin_percent,38.2,,%
2023-02-01,Adana Bayi,Mısır Tohumu,inventory_on_hand,2860,,kg
2023-02-01,Adana Bayi,Domates Tohumu,units_sold,549,,kg
2023-02-01,Adana Bayi,Domates Tohumu,revenue,13725,TL,
2023-02-01,Adana Bayi,Domates Tohumu,cogs,7619,TL,
2023-02-01,Adana Bayi,Domates Tohumu,gross_margin,6106,TL,
2023-02-01,Adana Bayi,Domates Tohumu,margin_percent,44.5,,%
2023-02-01,Adana Bayi,Domates Tohumu,inventory_on_hand,3055,,kg
2023-02-01,Adana Bayi,Biber Tohumu,units_sold,577,,kg
2023-02-01,Adana Bayi,Biber Tohumu,revenue,14425,TL,
2023-02-01,Adana Bayi,Biber Tohumu,cogs,8343,TL,
2023-02-01,Adana Bayi,Biber Tohumu,gross_margin,6082,TL,
2023-02-01,Adana Bayi,Biber Tohumu,margin_percent,42.2,,%
2023-02-01,Adana Bayi,Biber Tohumu,inventory_on_hand,2984,,kg
2023-02-01,Adana Bayi,Salatalık Tohumu,units_sold,453,,kg
2023-02-01,Adana Bayi,Salatalık Tohumu,revenue,6795,TL,
2023-02-01,Adana Bayi,Salatalık Tohumu,cogs,3959,TL,
2023-02-01,Adana Bayi,Salatalık Tohumu,gross_margin,2836,TL,
2023-02-01,Adana Bayi,Salatalık Tohumu,margin_percent,41.7,,%
2023-02-01,Adana Bayi,Salatalık Tohumu,inventory_on_hand,3070,,kg
2023-02-01,Adana Bayi,Patlıcan Tohumu,units_sold,541,,kg
2023-02-01,Adana Bayi,Patlıcan Tohumu,revenue,8115,TL,
2023-02-01,Adana Bayi,Patlıcan Tohumu,cogs,5190,TL,
2023-02-01,Adana Bayi,Patlıcan Tohumu,gross_margin,2925,TL,
2023-02-01,Adana Bayi,Patlıcan Tohumu,margin_percent,36,,%
2023-02-01,Adana Bayi,Patlıcan Tohumu,inventory_on_hand,3055,,kg
2023-02-01,Konya Bayi,Buğday Tohumu,units_sold,540,,kg
2023-02-01,Konya Bayi,Buğday Tohumu,revenue,4320,TL,
2023-02-01,Konya Bayi,Buğday Tohumu,cogs,2467,TL,
2023-02-01,Konya Bayi,Buğday Tohumu,gross_margin,1853,TL,
2023-02-01,Konya Bayi,Buğday Tohumu,margin_percent,42.9,,%
2023-02-01,Konya Bayi,Buğday Tohumu,inventory_on_hand,2983,,kg
2023-02-01,Konya Bayi,Mısır Tohumu,units_sold,308,,kg
2023-02-01,Konya Bayi,Mısır Tohumu,revenue,2464,TL,
2023-02-01,Konya Bayi,Mısır Tohumu,cogs,1577,TL,
2023-02-01,Konya Bayi,Mısır Tohumu,gross_margin,887,TL,
2023-02-01,Konya Bayi,Mısır Tohumu,margin_percent,36,,%
2023-02-01,Konya Bayi,Mısır Tohumu,inventory_on_hand,2899,,kg
2023-02-01,Konya Bayi,Domates Tohumu,units_sold,404,,kg
2023-02-01,Konya Bayi,Domates Tohumu,revenue,10100,TL,
2023-02-01,Konya Bayi,Domates Tohumu,cogs,6510,TL,
2023-02-01,Konya Bayi,Domates Tohumu,gross_margin,3590,TL,
2023-02-01,Konya Bayi,Domates Tohumu,margin_percent,35.5,,%
2023-02-01,Konya Bayi,Domates Tohumu,inventory_on_hand,3061,,kg
2023-02-01,Konya Bayi,Biber Tohumu,units_sold,569,,kg
2023-02-01,Konya Bayi,Biber Tohumu,revenue,14225,TL,
2023-02-01,Konya Bayi,Biber Tohumu,cogs,8537,TL,
2023-02-01,Konya Bayi,Biber Tohumu,gross_margin,5688,TL,
2023-02-01,Konya Bayi,Biber Tohumu,margin_percent,40,,%
2023-02-01,Konya Bayi,Biber Tohumu,inventory_on_hand,2985,,kg
2023-02-01,Konya Bayi,Salatalık Tohumu,units_sold,318,,kg
2023-02-01,Konya Bayi,Salatalık Tohumu,revenue,4770,TL,
2023-02-01,Konya Bayi,Salatalık Tohumu,cogs,2748,TL,
2023-02-01,Konya Bayi,Salatalık Tohumu,gross_margin,2022,TL,
2023-02-01,Konya Bayi,Salatalık Tohumu,margin_percent,42.4,,%
2023-02-01,Konya Bayi,Salatalık Tohumu,inventory_on_hand,2940,,kg
2023-02-01,Konya Bayi,Patlıcan Tohumu,units_sold,469,,kg
2023-02-01,Konya Bayi,Patlıcan Tohumu,revenue,7035,TL,
2023-02-01,Konya Bayi,Patlıcan Tohumu,cogs,4187,TL,
2023-02-01,Konya Bayi,Patlıcan Tohumu,gross_margin,2848,TL,
2023-02-01,Konya Bayi,Patlıcan Tohumu,margin_percent,40.5,,%
2023-02-01,Konya Bayi,Patlıcan Tohumu,inventory_on_hand,3001,,kg
2023-02-01,Bursa Bayi,Buğday Tohumu,units_sold,454,,kg
2023-02-01,Bursa Bayi,Buğday Tohumu,revenue,3632,TL,
2023-02-01,Bursa Bayi,Buğday Tohumu,cogs,2229,TL,
2023-02-01,Bursa Bayi,Buğday Tohumu,gross_margin,1403,TL,
2023-02-01,Bursa Bayi,Buğday Tohumu,margin_percent,38.6,,%
2023-02-01,Bursa Bayi,Buğday Tohumu,inventory_on_hand,2837,,kg
2023-02-01,Bursa Bayi,Mısır Tohumu,units_sold,358,,kg
2023-02-01,Bursa Bayi,Mısır Tohumu,revenue,2864,TL,
2023-02-01,Bursa Bayi,Mısır Tohumu,cogs,1798,TL,
2023-02-01,Bursa Bayi,Mısır Tohumu,gross_margin,1066,TL,
2023-02-01,Bursa Bayi,Mısır Tohumu,margin_percent,37.2,,%
2023-02-01,Bursa Bayi,Mısır Tohumu,inventory_on_hand,3033,,kg
2023-02-01,Bursa Bayi,Domates Tohumu,units_sold,532,,kg
2023-02-01,Bursa Bayi,Domates Tohumu,revenue,13300,TL,
2023-02-01,Bursa Bayi,Domates Tohumu,cogs,7937,TL,
2023-02-01,Bursa Bayi,Domates Tohumu,gross_margin,5363,TL,
2023-02-01,Bursa Bayi,Domates Tohumu,margin_percent,40.3,,%
2023-02-01,Bursa Bayi,Domates Tohumu,inventory_on_hand,2811,,kg
2023-02-01,Bursa Bayi,Biber Tohumu,units_sold,366,,kg
2023-02-01,Bursa Bayi,Biber Tohumu,revenue,9150,TL,
2023-02-01,Bursa Bayi,Biber Tohumu,cogs,5221,TL,
2023-02-01,Bursa Bayi,Biber Tohumu,gross_margin,3929,TL,
2023-02-01,Bursa Bayi,Biber Tohumu,margin_percent,42.9,,%
2023-02-01,Bursa Bayi,Biber Tohumu,inventory_on_hand,3032,,kg
2023-02-01,Bursa Bayi,Salatalık Tohumu,units_sold,501,,kg
2023-02-01,Bursa Bayi,Salatalık Tohumu,revenue,7515,TL,
2023-02-01,Bursa Bayi,Salatalık Tohumu,cogs,4392,TL,
2023-02-01,Bursa Bayi,Salatalık Tohumu,gross_margin,3123,TL,
2023-02-01,Bursa Bayi,Salatalık Tohumu,margin_percent,41.6,,%
2023-02-01,Bursa Bayi,Salatalık Tohumu,inventory_on_hand,2803,,kg
2023-02-01,Bursa Bayi,Patlıcan Tohumu,units_sold,405,,kg
2023-02-01,Bursa Bayi,Patlıcan Tohumu,revenue,6075,TL,
2023-02-01,Bursa Bayi,Patlıcan Tohumu,cogs,3857,TL,
2023-02-01,Bursa Bayi,Patlıcan Tohumu,gross_margin,2218,TL,
2023-02-01,Bursa Bayi,Patlıcan Tohumu,margin_percent,36.5,,%
2023-02-01,Bursa Bayi,Patlıcan Tohumu,inventory_on_hand,3050,,kg
2023-03-01,İzmir Bayi,Buğday Tohumu,units_sold,1497,,kg
2023-03-01,İzmir Bayi,Buğday Tohumu,revenue,11976,TL,
2023-03-01,İzmir Bayi,Buğday Tohumu,cogs,6979,TL,
2023-03-01,İzmir Bayi,Buğday Tohumu,gross_margin,4997,TL,
2023-03-01,İzmir Bayi,Buğday Tohumu,margin_percent,41.7,,%
2023-03-01,İzmir Bayi,Buğday Tohumu,inventory_on_hand,504,,kg
2023-03-01,İzmir Bayi,Mısır Tohumu,units_sold,1177,,kg
2023-03-01,İzmir Bayi,Mısır Tohumu,revenue,9416,TL,
2023-03-01,İzmir Bayi,Mısır Tohumu,cogs,5650,TL,
2023-03-01,İzmir Bayi,Mısır Tohumu,gross_margin,3766,TL,
2023-03-01,İzmir Bayi,Mısır Tohumu,margin_percent,40,,%
2023-03-01,İzmir Bayi,Mısır Tohumu,inventory_on_hand,512,,kg
2023-03-01,İzmir Bayi,Domates Tohumu,units_sold,1373,,kg
2023-03-01,İzmir Bayi,Domates Tohumu,revenue,34325,TL,
2023-03-01,İzmir Bayi,Domates Tohumu,cogs,21758,TL,
2023-03-01,İzmir Bayi,Domates Tohumu,gross_margin,12567,TL,
2023-03-01,İzmir Bayi,Domates Tohumu,margin_percent,36.6,,%
2023-03-01,İzmir Bayi,Domates Tohumu,inventory_on_hand,657,,kg
2023-03-01,İzmir Bayi,Biber Tohumu,units_sold,1744,,kg
2023-03-01,İzmir Bayi,Biber Tohumu,revenue,43600,TL,
2023-03-01,İzmir Bayi,Biber Tohumu,cogs,27993,TL,
2023-03-01,İzmir Bayi,Biber Tohumu,gross_margin,15607,TL,
2023-03-01,İzmir Bayi,Biber Tohumu,margin_percent,35.8,,%
2023-03-01,İzmir Bayi,Biber Tohumu,inventory_on_hand,449,,kg
2023-03-01,İzmir Bayi,Salatalık Tohumu,units_sold,1710,,kg
2023-03-01,İzmir Bayi,Salatalık Tohumu,revenue,25650,TL,
2023-03-01,İzmir Bayi,Salatalık Tohumu,cogs,15622,TL,
2023-03-01,İzmir Bayi,Salatalık Tohumu,gross_margin,10028,TL,
2023-03-01,İzmir Bayi,Salatalık Tohumu,margin_percent,39.1,,%
2023-03-01,İzmir Bayi,Salatalık Tohumu,inventory_on_hand,646,,kg
2023-03-01,İzmir Bayi,Patlıcan Tohumu,units_sold,1128,,kg
2023-03-01,İzmir Bayi,Patlıcan Tohumu,revenue,16920,TL,
2023-03-01,İzmir Bayi,Patlıcan Tohumu,cogs,9616,TL,
2023-03-01,İzmir Bayi,Patlıcan Tohumu,gross_margin,7304,TL,
2023-03-01,İzmir Bayi,Patlıcan Tohumu,margin_percent,43.2,,%
2023-03-01,İzmir Bayi,Patlıcan Tohumu,inventory_on_hand,400,,kg
2023-03-01,Adana Bayi,Buğday Tohumu,units_sold,1485,,kg
2023-03-01,Adana Bayi,Buğday Tohumu,revenue,11880,TL,
2023-03-01,Adana Bayi,Buğday Tohumu,cogs,7443,TL,
2023-03-01,Adana Bayi,Buğday Tohumu,gross_margin,4437,TL,
2023-03-01,Adana Bayi,Buğday Tohumu,margin_percent,37.3,,%
2023-03-01,Adana Bayi,Buğday Tohumu,inventory_on_hand,513,,kg
2023-03-01,Adana Bayi,Mısır Tohumu,units_sold,1510,,kg
2023-03-01,Adana Bayi,Mısır Tohumu,revenue,12080,TL,
2023-03-01,Adana Bayi,Mısır Tohumu,cogs,7343,TL,
2023-03-01,Adana Bayi,Mısır Tohumu,gross_margin,4737,TL,
2023-03-01,Adana Bayi,Mısır Tohumu,margin_percent,39.2,,%
2023-03-01,Adana Bayi,Mısır Tohumu,inventory_on_hand,478,,kg
2023-03-01,Adana Bayi,Domates Tohumu,units_sold,1648,,kg
2023-03-01,Adana Bayi,Domates Tohumu,revenue,41200,TL,
2023-03-01,Adana Bayi,Domates Tohumu,cogs,23690,TL,
2023-03-01,Adana Bayi,Domates Tohumu,gross_margin,17510,TL,
2023-03-01,Adana Bayi,Domates Tohumu,margin_percent,42.5,,%
2023-03-01,Adana Bayi,Domates Tohumu,inventory_on_hand,419,,kg
2023-03-01,Adana Bayi,Biber Tohumu,units_sold,1672,,kg
2023-03-01,Adana Bayi,Biber Tohumu,revenue,41800,TL,
2023-03-01,Adana Bayi,Biber Tohumu,cogs,26611,TL,
2023-03-01,Adana Bayi,Biber Tohumu,gross_margin,15189,TL,
2023-03-01,Adana Bayi,Biber Tohumu,margin_percent,36.3,,%
2023-03-01,Adana Bayi,Biber Tohumu,inventory_on_hand,596,,kg
2023-03-01,Adana Bayi,Salatalık Tohumu,units_sold,1326,,kg
2023-03-01,Adana Bayi,Salatalık Tohumu,revenue,19890,TL,
2023-03-01,Adana Bayi,Salatalık Tohumu,cogs,12187,TL,
2023-03-01,Adana Bayi,Salatalık Tohumu,gross_margin,7703,TL,
2023-03-01,Adana Bayi,Salatalık Tohumu,margin_percent,38.7,,%
2023-03-01,Adana Bayi,Salatalık Tohumu,inventory_on_hand,568,,kg
2023-03-01,Adana Bayi,Patlıcan Tohumu,units_sold,1755,,kg
2023-03-01,Adana Bayi,Patlıcan Tohumu,revenue,26325,TL,
2023-03-01,Adana Bayi,Patlıcan Tohumu,cogs,15305,TL,
2023-03-01,Adana Bayi,Patlıcan Tohumu,gross_margin,11020,TL,
2023-03-01,Adana Bayi,Patlıcan Tohumu,margin_percent,41.9,,%
2023-03-01,Adana Bayi,Patlıcan Tohumu,inventory_on_hand,437,,kg
2023-03-01,Konya Bayi,Buğday Tohumu,units_sold,1719,,kg
2023-03-01,Konya Bayi,Buğday Tohumu,revenue,13752,TL,
2023-03-01,Konya Bayi,Buğday Tohumu,cogs,8345,TL,
2023-03-01,Konya Bayi,Buğday Tohumu,gross_margin,5407,TL,
2023-03-01,Konya Bayi,Buğday Tohumu,margin_percent,39.3,,%
2023-03-01,Konya Bayi,Buğday Tohumu,inventory_on_hand,612,,kg
